assistancetype	region	gender resp	Head_Household	age	HH women	HH girls	HH men	HH boys	HH children	HH total	marital	residency	period	region_origin	disp_times	hosting	hosting_persons	housing	rental_fees	transport	educ	income	incomecontributers	income_source	disabled	disabled_HH	medical_access	referred_by_SI	sickperson	Malnurished_children	CFVA	MPCA	Livestock restoration	Greenhouses	irrigation	training	meals_adults	meals_children	cereals_HDDS	orangeveg_HDDS	rootstuber_HDDS	greenveg_HDDS	otherveg_HDDS	fruits1_HDDS	fruits2_HDDS	meet_HDDS	eggs_HDDS	fishandseafood_HDDS	legume_HDDS	milky_HDDS	fat_HDDS	sweets_HDDS	other_HDDS	MAHFP january	MAHFP february	MAHFP march	MAHFP april	MAHFP may	MAHFP june	MAHFP july	MAHFP august	MAHFP september	MAHFP october	MAHFP november	MAHFP december	freq worryfood	land	training good modern agricultural practices	training Irrigation	training Use of agricultural inputs	training Fertilizer application	training Soil conservation	training Greenhouses	training Flood/drought damage and preparedness	training Basic Accounting	receive_equip	receive_irrig	irrigated_land	receive_seeds	harvest_lastyear	fertilizer Natural fertilizer	fertilizer Pesticide	production	crops Millet	crops Corn (maize)	crops Wheat	crops Barley	crops Sorghum	crops Myriad vegetables	crops Other:	water_source Spring	water_source Network	water_source Borehole	water_source Stored water from reservoir or pond	water_source Wastewater of kitchen	water_source No water source	water_source Other	Goat	Sheep	Camel	Cow	goat_lost	sheep_lost	camel_lost	cow_lost	feeding Sending to public pasture land	feeding Sending to own pasture land	feeding Collecting fodder from own land	feeding Collecting fodder from natural pasture land	feeding Purchasing	feeding Other	fodder Alfalfa	fodder Clover	fodder Hay	fodder Leaves	fodder Straw	fodder Maize	fodder Concentrate	fodder Grasses	fodder Other	sickness Vaccine animals	sickness Referring to animal health center	sickness No action	sickness Other	livelihood_source	livelihood_income	husband_train	sell_prod_marlet	distance_market	product_transport	market_chall Poor roads	market_chall Insecurity	market_chall Transportation costs	market_chall Distance to the markets	market_chall Not enough goods	MPCA_per_month	MPCA_month	CFF_per_month	CFF_month	MPCA_use food	MPCA_use debt	MPCA_use clothe	MPCA_use med	MPCA_use water	MPCA_use fuel	MPCA_use cookgaz	MPCA_use school	MPCA_use business	MPCA_use buylivestock	MPCA_use agrinputs	MPCA_use savings	MPCA_use transport	MPCA_use rent	MPCA_use giftloan	has_savings	debts_purpose Food	debts_purpose Health	debts_purpose Shelter	debts_purpose Funeral	debts_purpose Wedding	debts_purpose Other	debt_level	creditors Family	creditors Friend	creditors Landlord	creditors Bank	creditors Shopkeeper	creditors Other	women_received_cash	included_selection	emp	business Agricultural/farming	business Livestock keeping	business Small shop/kiosk	business Tea shop/cafeteria/hotel	business Miraa seller	business Other	learned_new_skills	plan_look_job	plan_open_bussiness	sessions IYCF	sessions cooking	session water	session other	part_mother_group	child_below2	distance_nut	time_facility	watersource	distance_water	time_water	wells_available	pay_water	treatment Chlorination	treatment Boiling water	treatment Aqua tabs	treatment None	cleaning_freq	cleaning_how	water_transmit_disease	family_skin_pb	diarrhea_cause dirtyhand	diarrhea_cause contamwat	diarrhea_cause noCl	diarrhea_cause toomuchCl	diarrhea_cause contmfood	diarrhea_cause temperature	diarrhea_cause opendefecc	diarrhea_cause unknown	diarrhea_cause other	diarrhea_prevention safewater	diarrhea_prevention washinghands	diarrhea_prevention washinghandsSoap	diarrhea_prevention coveringfood	diarrhea_prevention cleantLat	diarrhea_prevention vaccin	diarrhea_prevention goodHygiene	diarrhea_prevention unknown	diarrhea_prevention other	diarrhea_remedies drugs	diarrhea_remedies HC	diarrhea_remedies ORS	diarrhea_remedies drinkwater	diarrhea_remedies tradmed	diarrhea_remedies nothing	diarrhea_remedies other	toilet	handwash_area	soap_avail	women_men_separated	receive_soap_SI	received_sensitization	attended_mygiene_prom	receive_cholerakits	handwash_times mealPrep	handwash_times servFood	handwash_times eating	handwash_times feedBaby	handwash_times cleanbaby	handwash_times afterToil	handwash_times Garbage	handwash_times Play	handwash_reason	handwash_item	use_latrine	receive_NFI	nonpurchase_reason Because I don’t have enough money (expensive)	nonpurchase_reason I don’t need it	nonpurchase_reason The market is too far	nonpurchase_reason I don’t feel secure enough to go to the market because of the security situation	nonpurchase_reason I cannot move due to my physical condition (persons with disabilities or elder people)	nonpurchase_reason Other	livingcond_adeq	main_need	second_need	third_need	streetlights	member_camp_committee	able_give_feedback_auth	receive_information_disaster	village	tribe	district	benficiarytype	gender HHH	cattle	cattle_lost	MPCA_total	CFF_total	HDDS	FCS	MAHFP	CSI	HHS	educ HHH	income_per_member
EFA	Taiz	Female	No	34	1	2	0	3	1	7	Married	IDP	1-3 months	Taiz	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	Vehicles	Primary	10	0	Aid	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	3	4	Yes	No	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	0	0	0	0	0	1	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	Livestock keeping	10	No	No	1.0	Car	0	0	0	1	0	75	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	No	1	0	0	0	0	0	80	0	0	0	0	1	0	Yes	No	Self-employed	0	1	0	0	0	0	No	No	No	No	No	No	No	No	Yes	1.0	45	Unprotected dug well	0.2	10	5	0.001	0	0	0	1	Monthly	With soap/detergent	Yes	Yes	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Family latrine	No	0	No	Yes	Yes	Yes	No	0	0	0	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	Yes	Yes	1	0	0	0	0	0	Yes	Water points	Health facilities	Schools	Yes	No	No	Yes	Almashawilah	Almasahwilah	Al-Ma’afer	Emergency cash assistance beneficiary	Female	4	0	150	0	3	Borderline	11	4	1	1.0	1.25
EFA	Taiz	Female	Yes	41	3	0	3	1	0	7	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Vehicles	Primary	50	1	Remittance	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	0	Yes	Yes	Yes	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	0	0	0	0	0	0	0	1	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	50	No	No	5.0	Car	1	0	0	0	0	55	4	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	No	1	0	0	0	0	0	30	0	0	0	0	1	0	Yes	No	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	0.1	5	Piped water into dwelling	1.0	30	1	0.001	1	0	0	0	Never	0	Yes	Yes	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	Family latrine	Yes	Yes	No	Yes	Yes	Yes	No	0	1	0	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Schools	Roads	Solar streetlight	No	No	No	Yes	Almashawilah	Almasahwilah	Al-Ma’afer	Emergency cash assistance beneficiary	Female	0	0	220	0	6	Borderline	11	4	3	1.0	6.25
FSL	Taiz	Male	Yes	63	4	1	3	1	0	9	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Vehicles	Primary	50	1	Land cultivation	No	No	Yes	No	Yes	Yes	No	No	No	No	No	No	3	0	Yes	No	No	No	No	No	No	No	No	No	No	No	No	No	Yes	0	0	0	0	0	0	1	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.004	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	0.0012	Yes	Yes	1	0	Handpumps	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Farming	50	No	No	1.0	Other	0	0	1	0	0	142	14	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	No	0	1	0	0	0	0	2000	1	1	0	0	0	0	Yes	Yes	Self-employed	1	0	0	0	0	0	No	No	No	No	No	No	No	No	No	1.0	10	Piped water into dwelling	0.1	15	5	0.001	0	0	0	1	Monthly	Other	Yes	Yes	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	Family latrine	No	0	No	Yes	Yes	Yes	No	0	0	0	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	Yes	Yes	1	0	0	0	0	0	Yes	Health facilities	Schools	Roads	Yes	No	No	Yes	Bani Abas	Alfark	Al-Mawasit	FSL Beneficiary	Male	0	0	1988	0	2	Borderline	11	2	2	1.0	5.0
FSL	Taiz	Male	Yes	39	1	2	1	2	0	6	Married	Host Community	0	0	0	Yes	1	I am living in an unfinished building	No	Vehicles	Primary	40	1	Casual employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0002	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Yes	Yes	0.00011999999999999999	Yes	Yes	1	0	Handpumps	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	Other	40	No	Yes	1.0	Car	1	0	0	0	0	75	14	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	No	0	0	1	0	0	0	200	0	1	0	0	0	0	Yes	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	Yes	Yes	Yes	No	No	Yes	Yes	0.001	50	Piped water into dwelling	0.001	30	4	0.001	1	0	0	0	Monthly	With soap/detergent	Yes	No	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	Yes	Yes	No	Yes	Yes	Yes	Yes	0	0	1	0	0	0	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	Yes	Livelihood activities	Health facilities	Solar streetlight	No	No	Yes	No	Alshaban	Alkhameri	Al-Ma’afer	FSL Beneficiary	Male	6	0	1050	0	3	Acceptable	12	4	0	1.0	5.714285714285714
EFA	Taiz	Male	Yes	40	1	2	1	3	2	9	Married	IDP	Over 2 years	Taiz	Two or more movement from the place of origin and now	Yes	1	I am living in an unfinished building	No	Animal means of transport	Primary	40	0	Casual employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	Yes	No	No	Yes	0	0	0	0	0	0	0	0	0	1	0	0	Often (more than ten times in the past four weeks)	0.003	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Tractor	0	0	0	0	0	0	0	0	1	0	0	0	0	0	6	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Livestock keeping	40	No	No	10.0	Car	1	0	0	1	0	60	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	No	1	0	0	0	0	0	200	0	0	0	0	1	0	Yes	Yes	Self-employed	0	1	0	0	0	0	No	Yes	Yes	Yes	Yes	No	No	No	No	30.0	500	Piped water into dwelling	5.0	180	5	0.001	0	0	0	1	Monthly	Other	Yes	No	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	Family latrine	Yes	Yes	No	Yes	Yes	Yes	Yes	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	1	0	0	0	0	0	No	Roads	Schools	Health facilities	No	No	No	No	Almashawilah	Aldogdigi	Al-Ma’afer	Emergency cash assistance beneficiary	Male	15	0	120	0	5	Acceptable	11	4	1	1.0	4.0
MPCA	Marib	Female	Yes	33	1	1	1	2	0	5	Married	IDP	Over 2 years	Sana'a	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	Yes	Other	Secondary	50	0	Formal employment	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	1	1	0	0	0	0	0	0	0	0	1	1	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	50	No	No	5.0	Other	0	0	1	1	0	120	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	No	1	0	0	0	0	0	50	0	1	0	0	1	0	No	Yes	Employed	0	0	0	0	0	0	Yes	0	Yes	No	No	No	No	No	No	5.0	30	Piped water into dwelling	1.0	5	2	0.0001	0	0	0	1	Every 2-3 days	With brush only	Yes	No	1	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	Family latrine	No	0	Yes	No	Yes	Yes	No	1	1	1	0	1	1	1	0	To reduces spread/ transmission of disease	With water and soap	No	No	0	0	0	0	0	0	No	Community centers	Child-Friendly Spaces	Livelihood activities	No	No	Yes	No	Al Hadi	Haraz	Alwadi	Emergency cash assistance beneficiary	Female	0	0	360	0	4	Borderline	8	40	2	2.0	8.333333333333334
MPCA	Marib	Male	Yes	60	1	0	6	2	1	10	Married	IDP	1-2 years	Ma'rib	Only one movement from the place of origin and now	Yes	3	I am living in an unfinished building	Yes	Other	Institution (2 years after secondary)	42	1	Aid	No	No	Yes	No	Yes	No	No	Yes	No	No	No	No	3	3	Yes	No	Yes	Yes	Yes	No	No	No	Yes	No	Yes	No	Yes	Yes	Yes	0	1	0	0	0	1	1	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	Other	42	No	No	4.0	Other	0	0	1	1	0	120	3	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	No	1	0	0	0	0	0	260	0	1	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	Yes	Yes	Yes	No	No	No	No	No	No	4.0	90	Piped water into dwelling	0.8	10	2	0.0001	0	0	0	1	Monthly	With soap/detergent	Yes	No	1	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	1	1	0	To be healthy	With water and soap	No	No	0	0	0	0	0	0	No	Livelihood activities	Solar streetlight	Roads	No	No	Yes	No	Alghawiah	Jabal Mourad	Alwadi	Emergency cash assistance beneficiary	Male	5	0	360	0	8	Borderline	9	16	3	3.0	3.8181818181818183
MPCA	Marib	Male	Yes	40	1	1	1	2	1	6	Married	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	Yes	3	I am living in an unfinished building	Yes	Other	University or higher education	40	0	Casual employment	Yes	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	0	0	0	0	1	1	0	0	0	0	0	0	Rarely (once or twice in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	40	No	No	1.0	Other	0	0	0	1	0	120	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	No	1	1	0	0	0	0	600	0	1	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	Yes	No	No	No	No	No	No	0.5	15	Piped water into dwelling	2.0	40	4	0.0001	0	0	0	1	Weekly	With brush only	Yes	Yes	1	1	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	1	1	0	To be healthy	With water and soap	No	No	0	0	0	0	0	0	No	Health facilities	Schools	Livelihood activities	No	No	Yes	Yes	Aljalal	Alomeisy	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	4	Borderline	10	26	2	4.0	5.714285714285714
MPCA	Marib	Male	Yes	23	2	0	2	0	1	5	Married	IDP	Over 2 years	Sana'a	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Other	Primary	60	0	Casual employment	No	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	No	No	No	No	No	No	No	No	No	No	Yes	No	No	Yes	Yes	0	0	0	0	0	1	1	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	Other	60	No	No	3.0	Other	0	0	1	0	0	120	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	No	1	1	0	0	0	0	50	0	0	0	0	0	1	No	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	No	No	No	No	No	No	Yes	3.0	15	Tube well/borehole	0.1	2	2	0.0001	0	0	0	1	Weekly	With soap/detergent	Yes	No	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	Communal latrine	No	0	No	No	No	No	No	1	0	1	0	0	1	1	0	To be healthy	With water and soap	Yes	No	0	0	0	0	0	0	Yes	Latrines	Livelihood activities	Water points	Yes	No	No	No	Albathaa	Arhab	Alhosoon	Emergency cash assistance beneficiary	Male	5	0	360	0	3	Borderline	10	0	0	1.0	10.0
MPCA	Marib	Male	Yes	30	1	0	1	2	1	5	Married	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	Yes	2	I am living in an unfinished building	Yes	Vehicles	Institution (2 years after secondary)	65	0	Casual employment	No	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	No	No	No	No	No	Yes	No	No	Yes	No	No	Yes	Yes	0	0	0	0	1	1	0	0	1	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	65	No	No	10.0	Car	0	0	1	0	0	120	3	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	No	1	1	0	0	0	0	670	0	1	0	0	0	0	No	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	Yes	No	No	No	No	No	No	4.0	20	Piped water into dwelling	1.0	5	2	0.0002	0	0	0	1	Weekly	With soap/detergent	Yes	No	1	1	0	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	1	1	0	0	1	1	0	To be clean	With water and soap	No	No	0	0	0	0	0	0	Yes	Livelihood activities	Schools	Health facilities	No	No	Yes	No	Albathaa	Mohieddin	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	5	Acceptable	9	2	0	3.0	10.833333333333334
MPCA	Marib	Male	Yes	45	1	3	4	1	0	9	Married	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	No	Vehicles	Secondary	100	1	Casual employment	No	No	No	No	Yes	No	No	Yes	No	No	No	No	3	3	Yes	No	Yes	No	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	100	No	No	7.0	Car	0	0	0	0	1	120	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	No	0	0	0	0	1	0	2000	0	1	0	0	0	0	Yes	Yes	Self-employed	0	0	0	0	0	1	No	No	Yes	No	No	No	No	No	No	7.0	10	Piped water into dwelling	1.0	5	1	0.0001	0	0	0	1	Monthly	With soap/detergent	No	No	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	Family latrine	No	0	No	No	No	No	No	0	0	1	0	0	1	1	0	To be healthy	With water and soap	No	No	0	0	0	0	0	0	Yes	Livelihood activities	Health facilities	Schools	No	No	Yes	No	Felaifl	Ibb	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	6	Borderline	12	0	0	2.0	10.0
MPCA	Marib	Male	Yes	28	1	1	1	0	1	4	Married	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	No	0	I am living in an unfinished building	Yes	Vehicles	Primary	60	0	Casual employment	No	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	Yes	Yes	No	Yes	No	No	Yes	Yes	No	No	No	Yes	Yes	Yes	0	0	0	1	1	0	0	0	0	0	0	0	Never	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	60	No	No	15.0	Other	0	0	0	1	0	120	3	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	No	1	1	0	0	0	0	200	0	0	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	No	No	No	No	No	No	No	3.0	5	Piped water into dwelling	3.0	10	5	0.0001	1	0	0	0	Weekly	With soap/detergent	Yes	Yes	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	Family latrine	No	0	No	Yes	No	No	Yes	0	0	1	0	0	1	1	1	To reduces spread/ transmission of disease	With water and soap	No	Yes	1	0	1	0	0	0	No	Schools	Water points	Health facilities	No	No	Yes	No	Alhazma	Alhubaishi	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	8	Acceptable	10	35	2	1.0	12.0
EFA	Lahj	Male	Yes	62	2	0	2	0	0	4	Married	Host Community	0	0	0	No	0	I am living in a concrete house/finished building	No	Vehicles	Primary	80	0	Formal employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	0	Yes	No	No	No	Yes	No	No	No	Yes	No	No	No	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	1	1	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	80	No	No	3.0	Car	1	0	1	0	1	53	3	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	No	1	0	0	0	0	0	80	0	0	0	0	1	0	Yes	Yes	Unemployed	0	0	0	0	0	0	No	No	No	No	No	No	No	No	No	1.0	12	Piped water into dwelling	0.5	5	2	0.001	0	0	0	1	Every 2-3 days	Other	Yes	No	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	0	Family latrine	No	0	No	Yes	Yes	Yes	No	1	0	1	0	0	1	1	0	To be healthy	With water and soap	Yes	Yes	1	0	0	0	0	0	No	Health facilities	Livelihood activities	Solar streetlight	No	No	No	No	Al Khadad	Almahwit	Tuban	Emergency cash assistance beneficiary	Male	0	0	159	0	6	Poor	10	29	2	1.0	16.0
EFA	Lahj	Male	Yes	30	3	1	5	1	2	12	Married	Host Community	0	0	0	No	0	I am living in an unfinished building	No	Vehicles	Primary	90	0	Casual employment	No	No	Yes	No	Yes	No	No	No	No	No	No	No	3	3	Yes	No	No	No	Yes	No	No	No	No	No	No	Yes	Yes	Yes	Yes	0	0	0	0	0	0	0	0	0	0	0	0	Often (more than ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	80	No	No	2.0	Other	0	0	0	0	1	53	3	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	No	1	0	0	0	1	0	700	1	1	0	0	0	0	No	Yes	Self-employed	0	0	0	0	0	1	No	No	No	No	No	No	No	No	No	8.0	120	Tube well/borehole	1.0	10	4	0.001	0	0	0	1	Weekly	With soap/detergent	No	Yes	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	Family latrine	No	0	No	No	Yes	Yes	No	0	0	1	0	0	1	1	1	To be healthy	With water and soap	Yes	No	0	0	0	0	0	0	No	Health facilities	Livelihood activities	Solar streetlight	No	No	No	No	Al Khadad	Ba'alkhayer	Al Hawtah	Emergency cash assistance beneficiary	Male	0	0	159	0	6	Borderline	12	17	3	1.0	6.923076923076923
MPCA	Marib	Male	Yes	39	2	7	1	0	1	11	Married	IDP	Over 2 years	Ibb	Only one movement from the place of origin and now	No	0	I don’t have shelter / I am living in a public/informal shelter (mosque, school etc)	No	Vehicles	Institution (2 years after secondary)	45	0	Casual employment	No	No	Yes	No	No	No	No	Yes	No	No	No	No	3	3	Yes	No	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	Yes	0	0	0	0	0	0	1	1	0	0	0	0	Sometimes (three to ten times in the past four weeks)	0.0	No	No	No	No	No	No	No	No	No	No	0.0	No	No	0	0	Other	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Other	45	No	No	0.1	Other	0	0	0	0	1	120	3	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	No	1	0	0	0	0	0	250	1	1	0	0	1	0	Yes	Yes	Self-employed	0	0	0	0	0	1	Yes	Yes	Yes	No	No	No	No	No	Yes	0.3	10	Piped water into dwelling	0.5	15	4	0.0001	0	0	0	1	Daily	With soap/detergent	No	No	1	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	Family latrine	Yes	Yes	No	No	Yes	No	No	0	0	1	0	0	1	0	0	To reduces spread/ transmission of disease	Water alone	No	No	0	0	0	0	0	0	No	Livelihood activities	Health facilities	Schools	No	No	No	No	Alhoson	Alkinai	Alwadi	Emergency cash assistance beneficiary	Male	0	0	360	0	5	Borderline	10	10	1	3.0	3.75
